drug_name,smiles,tokens
vorapaxar,[H][C@@]12C[C@]3([H])C[C@@H](CC[C@@]3([H])[C@H](\C=C\C3=CC=C(C=N3)C3=CC(F)=CC=C3)[C@]1([H])[C@@H](C)OC2=O)NC(=O)OCC,"['[H]', '[C@@]12', 'C', '[C@]3(', '[H]', ')', 'C[C@@H](', 'CC', '[C@@]3(', '[H]', ')', '[C@H](', '\\', 'C=C\\', 'C3=', 'CC', '=C(', 'C=N', '3)', 'C3=', 'CC', '(F)', '=', 'CC', '=C', '3)', '[C@]1(', '[H]', ')', '[C@@H](C)', 'O', 'C2=O)', 'NC(=O)', 'OCC']"
febuxostat,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,"['CC(C)', 'CO', 'C1=C(', 'C=C(', 'C=', 'C1)', 'C1=N', 'C(C)=C(', 'S', '1)', 'C(O)=O)', 'C#N']"
cefadroxil,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(C)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N)', 'C1=', 'CC', '=C(O)', 'C=', 'C1)', 'C(O)=O']"
acebutolol,CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O,"['CCCC(=O)N', 'C1=', 'CC', '=C(', 'OCC(O)', 'CN', 'C(C)C)', 'C(=', 'C1)', 'C(C)=O']"
cefixime,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(', 'C=C)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)C(', '=N/', 'OCC', '(O)=O)', '\\', 'C1=C', 'S', 'C(N)', '=N1', ')', 'C(O)=O']"
medroxyprogesterone acetate,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](', 'OC(C)=O)', '(', 'C(C)=O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'C[C@H](C)', 'C2=', 'CC(=O)', 'CC', '[C@]12C']"
diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1,"['CCN(CC)', 'C(C)', 'C(=O)', 'C1=', 'CC=', 'CC', '=C1']"
procaine,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,"['CCN(CC)', 'CCOC(=O)', 'C1=', 'CC', '=C(N)', 'C=C1']"
etonogestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1', '(CC)', 'CC(', '=C)', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CCC(=O)', 'C=C3', 'CC', '[C@@]21', '[H]']"
eplerenone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC,"['[H]', '[C@@]12', 'CC', '[C@@]3', '(CC', 'C(=O)O', '3)', '[C@@]1', '(C)C', '[C@H]1O', '[C@@]1', '1', '[C@@]2(', '[H]', ')', '[C@@H](', 'CC2', '=CC(=O)', 'CC', '[C@]12', 'C)', 'C(=O)OC']"
torasemide,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,"['CC(C)', 'NC(=O)N', 'S(=O)(=O)', 'C1=C(', 'N', 'C2=', 'CC=', 'CC(C)', '=C', '2)', 'C=', 'CN', '=C1']"
nitazoxanide,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,"['CC(=O)O', 'C1=', 'CC=', 'CC', '=C1', 'C(=O)N', 'C1=N', 'C=C(', 'S', '1)', '[N+]([O-])=O']"
clozapine,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,"['CN1CCN(', 'CC1)', 'C1=N', 'C2=', 'CC(', 'Cl)', '=', 'CC', '=C2', 'N', 'C2=', 'CC=', 'CC', '=C1', '2']"
calcium gluconate,[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,"['[Ca++]', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O']"
prazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,"['CO', 'C1=C(', 'OC)', 'C=C2', 'C(N)=N', 'C(=N', 'C2=', 'C1)', 'N1CCN(', 'CC1)', 'C(=O)', 'C1=', 'CC=', 'CO1']"
docetaxel,[H][C@@]1(C[C@@]2(O)[C@@H](OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C(=C1C)C2(C)C)OC(C)=O)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,"['[H]', '[C@@]1', '(C', '[C@@]2(O)', '[C@@H](OC(=O)', 'C3=', 'CC=', 'CC', '=C', '3)', '[C@]3(', '[H]', ')', '[C@@]4', '(', 'CO', '[C@@H]4', 'C[C@H](O)', '[C@@]3(C)', 'C(=O)', '[C@H](O)', 'C(=', 'C1', 'C)', 'C2(C)C)', 'OC(C)=O)', 'OC(=O)', '[C@H](O)', '[C@@H](NC(=O)', 'OC(C)(C)C)', 'C1=', 'CC=', 'CC', '=C1']"
remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1,"['CCC(CC)', 'COC(=O)', '[C@H](C)N', '[P@]', '(=O)', '(', 'OC', '[C@H]1O', '[C@](', 'C#N)', '(', '[C@H](O)', '[C@@H]1O)', 'C1=', 'CC', '=C2', 'N1', 'N=', 'CN', '=C2', 'N)', 'O', 'C1=', 'CC=', 'CC', '=C1']"
lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,"['C[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', '[C@@H](N)', 'CCCCN']"
troleandomycin,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,"['CO[C@H]1', 'C[C@H](', 'O[C@H]2', '[C@H](C)', '[C@@H](O', '[C@@H]3', 'O', '[C@H](C)C', '[C@@H](', '[C@H]3', 'OC(C)=O)', 'N(C)C)', '[C@@H](C)C', '[C@@]3(', 'CO', '3)', 'C(=O)', '[C@H](C)', '[C@@H](OC(C)=O)', '[C@@H](C)', '[C@@H](C)', 'OC(=O)', '[C@@H]2', 'C)O', '[C@@H](C)', '[C@@H]1O', 'C(C)=O']"
ivosidenib,[H][C@@](N(C(=O)[C@]1([H])CCC(=O)N1C1=NC=CC(=C1)C#N)C1=CC(F)=CN=C1)(C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1,"['[H]', '[C@@](', 'N(C(=O)', '[C@]1(', '[H]', ')', 'CCC(=O)N1', 'C1=N', 'C=CC(', '=', 'C1)', 'C#N)', 'C1=', 'CC', '(F)', '=', 'CN', '=', 'C1)', '(', 'C(=O)N', 'C1CC', '(F)(F)', 'C1)', 'C1=C(', 'Cl)', 'C=', 'CC', '=C1']"
mexiletine,CC(N)COC1=C(C)C=CC=C1C,"['CC(N)', 'CO', 'C1=C(C)', 'C=', 'CC', '=C1', 'C']"
cefoxitin,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(CO', 'C(N)=O)', '=C(', 'N1C(=O)', '[C@]2(', 'NC(=O)', 'CC1=', 'CC', '=C', 'S', '1)', 'OC)', 'C(O)=O']"
pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,"['CO', 'C1=C(', 'OC)', 'C(C', 'S(=O)', 'C2=N', 'C3=C(', 'N2)', 'C=C(', 'O', 'C(F)F)', 'C=C', '3)', '=N', 'C=C1']"
clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,"['CCCC(=O)', 'O', 'COC(=O)', 'C1=C(C)N', 'C(C)=C(', 'C1', 'C1=', 'CC=', 'CC(', 'Cl)', '=C1', 'Cl)', 'C(=O)OC']"
dasabuvir,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,"['CO', 'C1=C(', 'C=C(', 'C=C1', 'C1=', 'CC2', '=', 'CC', '=C(N', 'S(C)(=O)=O)', 'C=C2', 'C=', 'C1)', 'N1', 'C=', 'CC(=O)N', 'C1=O)', 'C(C)(C)C']"
lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,"['CS(=O)(=O)', 'CCNCC1', '=', 'CC', '=C(', 'O1)', 'C1=', 'CC2', '=C(', 'C=', 'C1)', 'N=', 'CN', '=C2', 'N', 'C1=', 'CC(', 'Cl)', '=C(', 'OCC2', '=', 'CC', '(F)', '=', 'CC', '=C', '2)', 'C=C1']"
netilmicin,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,"['CCN', '[C@@H]1', 'C[C@H](N)', '[C@@H](', 'O[C@H]2', 'OC(', 'CN)', '=', 'CC[C@H]2', 'N)', '[C@H](O)', '[C@H]1O', '[C@H]1', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]1O']"
rilpivirine,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,"['CC1=', 'CC(', '\\', 'C=C\\', 'C#N)', '=', 'CC(C)', '=C1', 'N', 'C1=', 'CC', '=N', 'C(N', 'C2=', 'CC', '=C(', 'C=C', '2)', 'C#N)', '=N1']"
kaolin,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],"['O', '.', 'O', '.', '[Al+3]', '.', '[Al+3]', '.', '[O-]', '[Si]', '([O-])', '([O-])', 'O', '[Si]', '([O-])', '([O-])', '[O-]']"
mechlorethamine,CN(CCCl)CCCl,"['CN(CC', 'Cl)', 'CC', 'Cl']"
dantrolene,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,"['[O-]', '[N+](=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC', '=C(', 'O1)', '\\', 'C', '=N\\', 'N1', 'CC(=O)N', 'C1=O']"
oxandrolone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C,"['[H]', '[C@@]12', 'CC', '[C@](C)(O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', 'CC(=O)OC', '[C@]12C']"
nifurtimox,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O,"['CC1', 'CS(=O)(=O)', 'CCN1', '\\', 'N', '=C\\', 'C1=', 'CC', '=C(', 'O1)', '[N+]([O-])=O']"
pemigatinib,CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,"['CCN1', 'C(=O)N(', 'CC2', '=', 'CN', '=C3', 'NC(', 'CN4', 'CCOCC4)', '=', 'CC3', '=C1', '2)', 'C1=C(', 'F)', 'C(OC)', '=', 'CC(', 'OC)', '=C1', 'F']"
netupitant,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=CC=C1C)N1CCN(C)CC1,"['CN(C(=O)', 'C(C)(C)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C(F)(F)F)', 'C(F)(F)F)', 'C1=', 'CN=C(', 'C=C1', 'C1=', 'CC=', 'CC', '=C1', 'C)', 'N1', 'CCN(C)CC1']"
fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,"['CC(C)', 'OC(=O)', 'C(C)(C)O', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,"['O=C(', 'C1CCCCC1)', 'N1', 'CC2', 'N(', 'CCC3', '=', 'CC=', 'CC', '=C2', '3)', 'C(=O)C1']"
methscopolamine,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"['C', '[N+]1', '(C)', '[C@H]2', 'C[C@@H](', 'C[C@@H]1', '[C@H]1O', '[C@@H]2', '1)', 'OC(=O)', '[C@H](CO)', 'C1=', 'CC=', 'CC', '=C1']"
drospirenone,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,"['[H]', '[C@@]12', 'C', '[C@]1(', '[H]', ')', '[C@@]1(', '[H]', ')', '[C@]3(', '[H]', ')', '[C@]4', '(', '[H]', ')', 'C', '[C@]4', '(', '[H]', ')', '[C@@]4', '(CC', 'C(=O)O', '4)', '[C@@]3(C)CC', '[C@]1(', '[H]', ')', '[C@@]1(C)CC', 'C(=O)', 'C=C2', '1']"
nevirapine,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,"['CC1', '=C2', 'NC(=O)', 'C3=C(', 'N=', 'CC', '=C', '3)', 'N(', 'C3CC3)', 'C2=N', 'C=C1']"
ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,"['OC(=O)', 'C1=C', 'N(', 'C2CC2)', 'C2=', 'CC(', 'N3', 'CCNCC3)', '=C(', 'F)', 'C=C2', 'C1=O']"
vilazodone,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,"['NC(=O)', 'C1=', 'CC2', '=', 'CC(', '=', 'CC', '=C2', 'O1)', 'N1CCN(', 'CCCC', 'C2=', 'CN', 'C3', '=C2', 'C=C(', 'C=C', '3)', 'C#N)', 'CC1']"
sodium iodide,[Na+].[I-],"['[Na+]', '.', '[I-]']"
scopolamine,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"['CN1', '[C@H]2', 'C[C@@H](', 'C[C@@H]1', '[C@H]1O', '[C@@H]2', '1)', 'OC(=O)', '[C@H](CO)', 'C1=', 'CC=', 'CC', '=C1']"
phenelzine,NNCCC1=CC=CC=C1,"['N', 'N', 'CCC1', '=', 'CC=', 'CC', '=C1']"
brigatinib,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,"['CO', 'C1=', 'CC(', '=', 'CC', '=C1', 'NC1=N', 'C=C(', 'Cl)', 'C(N', 'C2=', 'CC=', 'CC', '=C2', 'P', '(C)(C)', '=O)', '=N1', ')', 'N1CCC(', 'CC1)', 'N1', 'CCN(C)CC1']"
capmatinib,CNC(=O)C1=C(F)C=C(C=C1)C1=NN2C(CC3=CC4=C(C=C3)N=CC=C4)=CN=C2N=C1,"['CNC(=O)', 'C1=C(', 'F)', 'C=C(', 'C=', 'C1)', 'C1=N', 'N2', 'C(', 'CC3', '=', 'CC4', '=C(', 'C=C', '3)', 'N=', 'CC', '=C', '4)', '=', 'CN', '=C2', 'N=C1']"
nizatidine,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,"['CN', 'C(N', 'CCS', 'CC1', '=C', 'SC(', 'CN(C)C)', '=N1', ')', '=C', '[N+]([O-])=O']"
melphalan flufenamide,CCOC(=O)[C@H](CC1=CC=C(F)C=C1)NC(=O)[C@@H](N)CC1=CC=C(C=C1)N(CCCl)CCCl,"['CCOC(=O)', '[C@H](', 'CC1=', 'CC', '=C(', 'F)', 'C=', 'C1)', 'NC(=O)', '[C@@H](N)', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'N(CCCl)CC', 'Cl']"
metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1,"['CC(C)(', 'C(=O)', 'C1=', 'CN', '=', 'CC=', 'C1)', 'C1=', 'CC=', 'CN', '=C1']"
mefloquine,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,"['OC(', 'C1CCCC', 'N1)', 'C1=', 'CC(', '=N', 'C2', '=C1', 'C=', 'CC', '=C2', 'C(F)(F)F)', 'C(F)(F)F']"
anisindione,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,"['CO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1', 'C(=O)', 'C2=', 'CC=', 'CC', '=C2', 'C1=O']"
ferric derisomaltose,[Fe+3].OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,"['[Fe+3]', '.', 'OC', '[C@H](O)[C@@H](O)[C@H](O)', '[C@H](O)', 'CO[C@H]1', 'O[C@H](CO', '[C@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', '[C@@H](O)[C@H](O)', '[C@H]1O']"
hydralazine,NNC1=NN=CC2=CC=CC=C12,"['N', 'NC1=N', 'N=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']"
sitagliptin,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,"['N[C@@H](', 'CC(=O)N1', 'CCN2', 'C(', 'C1)', '=N', 'N=C2', 'C(F)(F)F)', 'CC1=', 'CC', '(F)', '=C(', 'F)', 'C=C1', 'F']"
flucytosine,NC1=C(F)C=NC(=O)N1,"['N', 'C1=C(', 'F)', 'C=N', 'C(=O)N1']"
pentoxyverine,CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1,"['CCN(CC)', 'CCOCC', 'OC(=O)', 'C1(', 'CCCC1)', 'C1=', 'CC=', 'CC', '=C1']"
epirubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,"['CO', 'C1=', 'CC=', 'CC2', '=C1', 'C(=O)', 'C1=C(O)', 'C3=C(', 'C', '[C@]', '(O)', '(C', '[C@@H]3', 'O[C@H]3', 'C[C@H](N)', '[C@@H](O)', '[C@H](C)', 'O3)', 'C(=O)', 'CO)', 'C(O)', '=C1', 'C2=O']"
nitroglycerin,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,"['[O-]', '[N+](=O)', 'OCC(', 'CO', '[N+]([O-])=O)', 'O', '[N+]([O-])=O']"
calcitriol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,"['C[C@H](', 'CCCC', '(C)(C)', 'O)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', '\\', 'C(', 'CCC', '[C@]12', 'C)', '=C\\', 'C=C1', '\\', 'C[C@@H](O)', 'C[C@H](O)', 'C1=C']"
emtricitabine,NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1,"['N', 'C1=', 'NC(=O)', 'N(', 'C=C1', 'F)', '[C@@H]1', 'CS', '[C@H](CO)', 'O1']"
lomustine,ClCCN(N=O)C(=O)NC1CCCCC1,"['Cl', 'CCN(', 'N', '=O)', 'C(=O)N', 'C1CCCCC1']"
fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,"['CC(', 'C(O)=O)', 'C1=', 'CC(O', 'C2=', 'CC=', 'CC', '=C', '2)', '=', 'CC', '=C1']"
pemoline,NC1=NC(=O)C(O1)C1=CC=CC=C1,"['N', 'C1=', 'NC(=O)', 'C(O', '1)', 'C1=', 'CC=', 'CC', '=C1']"
daunorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O,"['CO', 'C1=', 'CC=', 'CC2', '=C1', 'C(=O)', 'C1=C(O)', 'C3=C(', 'C', '[C@]', '(O)', '(C', '[C@@H]3', 'O[C@H]3', 'C[C@H](N)', '[C@H](O)', '[C@H](C)', 'O3)', 'C(C)=O)', 'C(O)', '=C1', 'C2=O']"
ribavirin,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"['NC(=O)', 'C1=N', 'N(', 'C=', 'N1)', '[C@@H]1', 'O[C@H](CO)[C@@H](O)', '[C@H]1O']"
dehydrocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '[C@]3(', '[H]', ')', 'C(=O)C', '[C@]4', '(', '[H]', ')', 'CC(=O)', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC(=O)', '[C@]12', 'C)', '[C@H](C)', 'CCC(O)', '=O']"
primidone,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,"['CCC1(', 'C(=O)N', 'CN', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1']"
dasatinib,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,"['CC1=N', 'C(N', 'C2=N', 'C=C(', 'S', '2)', 'C(=O)NC2', '=C(C)', 'C=', 'CC', '=C2', 'Cl)', '=', 'CC(', '=N1', ')', 'N1CCN(', 'CCO)', 'CC1']"
flecainide,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1,"['FC(F)(F)', 'CO', 'C1=', 'CC(C(=O)N', 'CC2', 'CCCCN', '2)', '=C(', 'OCC', '(F)(F)F)', 'C=C1']"
trametinib,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,"['CN1C(=O)', 'C(C)', '=C2', 'N(', 'C(=O)N(', 'C3CC3)', 'C(=O)C2', '=C1', 'N', 'C1=', 'CC', '=C(', 'I)', 'C=C1', 'F)', 'C1=', 'CC(N', 'C(C)=O)', '=', 'CC', '=C1']"
ertugliflozin,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1,"['CCO', 'C1=', 'CC', '=C(', 'CC2', '=', 'CC(', '=', 'CC', '=C2', 'Cl)', '[C@]23', 'OC', '[C@](', 'CO)', '(O', '2)', '[C@@H](O)[C@H](O)', '[C@H]3O)', 'C=C1']"
zinc gluconate,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,"['[Zn++]', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O', '.', '[H]', '[C@@](O)(', 'CO)', '[C@@](', '[H]', ')', '(O)', '[C@](', '[H]', ')', '(O)', '[C@@](', '[H]', ')', '(O)', 'C(', '[O-])', '=O']"
cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,"['CCCC', 'CC1=', 'CC(O)', '=C(', '[C@@H]2', 'C=C(C)', 'CC[C@H]2', 'C(C)', '=C)', 'C(O)', '=C1']"
penicillamine,[H][C@](N)(C(O)=O)C(C)(C)S,"['[H]', '[C@](', 'N)', '(', 'C(O)=O)', 'C(C)(C)', 'S']"
salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,"['O', 'CC1=C(', 'O)', 'C=CC(', '=', 'C1)', 'C(O)', 'CN', 'CCCC', 'CCO', 'CCCCC1', '=', 'CC=', 'CC', '=C1']"
nitrous oxide,[N-]=[N+]=O,"['[N-]', '=[N+]', '=O']"
hydroxyzine,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"['OCCOCC', 'N1CCN(', 'CC1)', 'C(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
pentosan polysulfate,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,"['O[C@@H]1', 'CO', '[C@@H](', 'O[C@@H]2', 'CO', '[C@@H](O)', '[C@H](O', 'S', '(O)', '(=O)=O)', '[C@H]2O', 'S', '(O)', '(=O)=O)', '[C@H](O', 'S', '(O)', '(=O)=O)', '[C@H]1O', 'S', '(O)', '(=O)=O']"
