drug_name,tokens
eravacycline,"['[H]', '[C@@]12', 'CC3', '=C(', 'F)', 'C=C(', 'NC(=O)', 'CN', '4CCCC4)', 'C(O)', '=C3', 'C(=O)', 'C1=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@@H](', 'N(C)C)', '[C@]1(', '[H]', ')', 'C2']"
thioridazine,"['CS', 'C1=', 'CC2', '=C(', 'S', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'CCC2', 'CCCC', 'N2', 'C)', 'C=C1']"
ritonavir,"['CC(C)', '[C@H](', 'NC(=O)N', '(C)', 'CC1', '=C', 'S', 'C(=', 'N1)', 'C(C)C)', 'C(=O)N[C@H](', 'C[C@H](O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'OCC1', '=', 'CN', '=C', 'S', '1)', 'CC1=', 'CC=', 'CC', '=C1']"
oxitriptan,"['N[C@@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=C(', 'O)', 'C=C', '2)', 'C(O)=O']"
apalutamide,"['CNC(=O)', 'C1=', 'CC', '=C(', 'C=C1', 'F)', 'N1', 'C(=S)', 'N(C(=O)', 'C1', '1', 'CCC1)', 'C1=', 'CC(', '=C(', 'N=', 'C1)', 'C#N)', 'C(F)(F)F']"
bempedoic acid,"['CC(C)(', 'CCCC', 'CC(O)', 'CCCC', 'CC(C)(C)', 'C(O)=O)', 'C(O)=O']"
anidulafungin,"['[H]', '[C@]1(', 'NC(=O)', '[C@@H](NC(=O)', '[C@@H]2', 'C[C@@H](O)', 'CN2C(=O)', '[C@@H](', 'NC(=O)[C@H](', 'C[C@@H](O)', '[C@@H](O)', 'NC(=O)', '[C@@H]2', '[C@@H](O)', '[C@@H](C)', 'CN2', 'C1=O)', 'NC(=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC', '=C(', 'OCCCC', 'C)', 'C=', 'C1)', '[C@@H](C)O)', '[C@H](O)[C@@H](O)', 'C1=', 'CC', '=C(O)', 'C=', 'C1)', '[C@@H](C)', 'O']"
leucovorin,"['[H]', 'C(=O)N1', 'C(CN', 'C2=', 'CC', '=C(', 'C=C', '2)', 'C(=O)N[C@@H](', 'CCC(O)=O)', 'C(O)=O)', 'CN', 'C2', '=C1', 'C(=O)N', 'C(N)', '=N2']"
cariprazine,"['CN(C)', 'C(=O)N', '[C@H]1CC[C@H](', 'CC', 'N2CCN(', 'CC2)', 'C2=C(', 'Cl)', 'C(Cl)', '=', 'CC', '=C', '2)CC1']"
ethosuximide,"['CCC1', '(C)', 'CC(=O)N', 'C1=O']"
phentermine,"['CC(C)(', 'N)', 'CC1=', 'CC=', 'CC', '=C1']"
dextropropoxyphene,"['CCC(=O)O', '[C@@](', 'CC1=', 'CC=', 'CC=', 'C1)', '(', '[C@H](C)', 'CN(C)C)', 'C1=', 'CC=', 'CC', '=C1']"
dihydroergotamine,"['[H]', '[C@@]12', 'CCCN1C(=O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'N1C(=O)', '[C@](C)(', 'NC(=O)', '[C@H]3', 'CN(C)', '[C@]4', '(', '[H]', ')', 'CC5', '=', 'CNC', '6', '=', 'CC=', 'CC(', '=C', '5', '6)', '[C@@]4', '(', '[H]', ')', 'C3)', 'O', '[C@@]21', 'O']"
colistimethate,"['CCC(C)', 'CCCC', 'C(=O)NC(', 'CCN', 'CS', '([O-])', '(=O)=O)', 'C(=O)NC(', 'C(C)', 'O)', 'C(=O)NC(', 'CCN', 'CS', '([O-])', '(=O)=O)', 'C(=O)N', 'C1', 'CCNC(=O)', 'C(NC(=O)', 'C(', 'CCN', 'CS', '([O-])', '(=O)=O)', 'NC(=O)C(', 'CCN', 'CS', '([O-])', '(=O)=O)', 'NC(=O)C(', 'CC(C)C)', 'NC(=O)C(', 'CC(C)C)', 'NC(=O)C(', 'CCN', 'CS', '([O-])', '(=O)=O)', 'N', 'C1=O)', 'C(C)', 'O']"
maraviroc,"['CC(C)', 'C1=N', 'N', '=C(C)', 'N1', '[C@H]1', 'C[C@@H]2', 'CC[C@H](', 'C1)', 'N2', 'CC[C@H](NC(=O)', 'C1CC', 'C(F)(F)', 'CC1)', 'C1=', 'CC=', 'CC', '=C1']"
trichlormethiazide,"['NS(=O)(=O)', 'C1=C(', 'Cl)', 'C=C2', 'NC(N', 'S(=O)(=O)', 'C2=', 'C1)', 'C(Cl)', 'Cl']"
lutetium lu 177 dotatate,"['[177Lu+3]', '.', 'C[C@@H](O)', '[C@H](NC(=O)', '[C@@H]1', 'CS', 'S', 'C[C@H](NC(=O)', '[C@@H](', 'CC2', '=', 'CC=', 'CC', '=C', '2)', 'NC(=O)', 'CN2CCN(', 'CC(', '[O-])', '=O)', 'CCN(', 'CC(', '[O-])', '=O)', 'CCN(', 'CC(', '[O-])', '=O)CC2)', 'C(=O)N[C@@H](', 'CC2', '=', 'CC', '=C(O)', 'C=C', '2)', 'C(=O)N[C@H](', 'CC2', '=', 'CN', 'C3', '=C2', 'C=', 'CC', '=C', '3)', 'C(=O)N[C@@H](', 'CCCCN)', 'C(=O)N[C@@H](', '[C@@H](C)O)', 'C(=O)N', '1)', 'C(O)=O']"
quinestrol,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1(C)CC', '[C@]1(', '[H]', ')', 'C3=C(', 'CC', '[C@@]21', '[H]', ')', 'C=C(', 'O', 'C1CCCC1)', 'C=C3']"
dicoumarol,"['O', 'C1=C(', 'CC2', '=C(O)', 'C3=C(', 'O', 'C2=O)', 'C=', 'CC', '=C', '3)', 'C(=O)O', 'C2', '=C1', 'C=', 'CC', '=C2']"
rivastigmine,"['CCN(C)', 'C(=O)O', 'C1=', 'CC=', 'CC(', '=', 'C1)', '[C@H](C)', 'N(C)C']"
bicalutamide,"['CC(O)', '(C', 'S(=O)(=O)', 'C1=', 'CC', '=C(', 'F)', 'C=', 'C1)', 'C(=O)N', 'C1=', 'CC(', '=C(', 'C=', 'C1)', 'C#N)', 'C(F)(F)F']"
oxcarbazepine,"['NC(=O)N1', 'C2=', 'CC=', 'CC', '=C2', 'CC(=O)', 'C2', '=C1', 'C=', 'CC', '=C2']"
levocarnitine,"['C', '[N+](C)', '(C)C', '[C@H](O)', 'CC(', '[O-])', '=O']"
trifluoperazine,"['CN1CCN(', 'CCCN2', 'C3=', 'CC=', 'CC', '=C3', 'S', 'C3', '=C2', 'C=C(', 'C=C', '3)', 'C(F)(F)F)', 'CC1']"
betaxolol,"['CC(C)N', 'CC(O)CO', 'C1=', 'CC', '=C(', 'CCOCC', '2', 'CC2)', 'C=C1']"
paricalcitol,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '\\', 'C(', 'CCC', '[C@]12', 'C)', '=C\\', 'C=C1', 'C[C@@H](O)', 'C[C@H](O)', 'C1)', '[C@H](C)', '\\', 'C=C\\', '[C@H](C)', 'C(C)(C)O']"
selinexor,"['FC(F)(F)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C1=N', 'N(', '\\', 'C', '=C/', 'C(=O)N', 'N', 'C2=N', 'C=', 'CN', '=C', '2)', 'C=', 'N1)', 'C(F)(F)F']"
calcium lactate,"['[Ca++]', '.', 'CC(O)', 'C(', '[O-])', '=O', '.', 'CC(O)', 'C(', '[O-])', '=O']"
chlorambucil,"['OC(=O)', 'CCCC1', '=', 'CC', '=C(', 'C=', 'C1)', 'N(CCCl)CC', 'Cl']"
fludarabine,"['NC1=N', 'C(F)', '=N', 'C2', '=C1', 'N=', 'CN2', '[C@@H]1', 'O[C@H](CO)[C@@H](O)', '[C@@H]1O']"
verapamil,"['CO', 'C1=C(', 'OC)', 'C=C(', 'CCN(C)', 'CCCC(', 'C#N)', '(', 'C(C)C)', 'C2=', 'CC(', 'OC)', '=C(', 'OC)', 'C=C', '2)', 'C=C1']"
diltiazem,"['CO', 'C1=', 'CC', '=C(', 'C=', 'C1)', '[C@@H]1', 'S', 'C2=C(', 'C=', 'CC', '=C', '2)', 'N(', 'CCN(C)C)', 'C(=O)', '[C@@H]1O', 'C(C)=O']"
zolpidem,"['CN(C)C(=O)', 'CC1=C(', 'N=C2', 'C=', 'CC(C)=', 'CN1', '2)', 'C1=', 'CC', '=C(C)', 'C=C1']"
clotrimazole,"['Cl', 'C1=', 'CC=', 'CC', '=C1', 'C(N1', 'C=', 'CN', '=', 'C1)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
cefradine,"['[H]', '[C@]12', 'S', 'CC(C)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N)', 'C1=', 'CCC', '=', 'CC1)', 'C(O)=O']"
ganirelix,"['CCN', 'C(N', 'CC)', '=N', 'CCCC', '[C@@H](', 'NC(=O)[C@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'NC(=O)[C@H](', 'CO)', 'NC(=O)[C@@H](', 'CC1=', 'CC=', 'CN', '=', 'C1)', 'NC(=O)[C@@H](', 'CC1=', 'CC', '=C(', 'Cl)', 'C=', 'C1)', 'NC(=O)[C@@H](', 'CC1=', 'CC2', '=', 'CC=', 'CC', '=C2', 'C=', 'C1)', 'NC(C)=O)', 'C(=O)N[C@@H](CC(C)C)', 'C(=O)N[C@@H](', 'CCCC', 'N=C(N', 'CC)', 'N', 'CC)', 'C(=O)N1CCC[C@H]1', 'C(=O)N', '[C@H](C)', 'C(N)=O']"
oxacillin,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)', 'C1=C(C)', 'O', 'N=C1', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
glutamic acid,"['N[C@@H](', 'CCC(O)=O)', 'C(O)=O']"
deutetrabenazine,"['[2H]', 'C(', '[2H]', ')', '(', '[2H]', ')', 'O', 'C1=', 'CC2', '=C(', 'C=C1', 'OC(', '[2H]', ')', '(', '[2H]', ')', '[2H]', ')', '[C@@H]1', 'CC(=O)', '[C@@H](CC(C)C)', 'CN1', 'CC2']"
dapagliflozin,"['CCO', 'C1=', 'CC', '=C(', 'CC2', '=C(', 'Cl)', 'C=CC(', '=C', '2)', '[C@@H]2', 'O[C@H](CO)[C@@H](O)[C@H](O)', '[C@H]2O)', 'C=C1']"
medroxyprogesterone acetate,"['[H]', '[C@@]12', 'CC', '[C@](', 'OC(C)=O)', '(', 'C(C)=O)', '[C@@]1(C)CC', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'C[C@H](C)', 'C2=', 'CC(=O)', 'CC', '[C@]12C']"
choline salicylate,"['C', '[N+](C)(C)', 'CCO', '.', 'O', 'C1=', 'CC=', 'CC', '=C1', 'C(', '[O-])', '=O']"
calcium glucoheptonate,"['[Ca++]', '.', 'OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(O)', 'C(', '[O-])', '=O', '.', 'OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(O)', 'C(', '[O-])', '=O']"
budesonide,"['[H]', '[C@@]12', 'C[C@H]3', 'OC(', 'CCC)', 'O', '[C@@]3(', 'C(=O)', 'CO)', '[C@@]1', '(C)C', '[C@H](O)', '[C@@]1(', '[H]', ')', '[C@@]2(', '[H]', ')', 'CCC2', '=CC(=O)', 'C=C', '[C@]12C']"
vemurafenib,"['CCC', 'S(=O)(=O)N', 'C1=C(', 'F)', 'C(C(=O)', 'C2=', 'CN', 'C3=N', 'C=C(', 'C=C2', '3)', 'C2=', 'CC', '=C(', 'Cl)', 'C=C', '2)', '=C(', 'F)', 'C=C1']"
tipiracil,"['Cl', 'C1=C(', 'CN2', 'CCCC2', '=N)', 'NC(=O)N', 'C1=O']"
gefitinib,"['CO', 'C1=C(', 'OCC', 'CN2', 'CCOCC2)', 'C=C2', 'C(N', 'C3=', 'CC(', 'Cl)', '=C(', 'F)', 'C=C', '3)', '=N', 'C=N', 'C2', '=C1']"
fostamatinib,"['CO', 'C1=', 'CC(N', 'C2=N', 'C=C(', 'F)', 'C(N', 'C3=N', 'C4', '=C(', 'OC(C)(C)', 'C(=O)N', '4', 'CO', 'P(O)(O)=O)', 'C=C', '3)', '=N', '2)', '=', 'CC(', 'OC)', '=C1', 'OC']"
ceftibuten,"['[H]', '[C@]12', 'S', 'CC', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)C(', '=C/', 'CC(O)=O)', '\\', 'C1=C', 'S', 'C(N)', '=N1', ')', 'C(O)=O']"
foscarnet,"['OC(=O)', 'P(O)(O)', '=O']"
rasagiline,"['C#', 'CCN', '[C@@H]1', 'CCC2', '=', 'CC=', 'CC', '=C1', '2']"
vilanterol,"['O', 'CC1=C(', 'O)', 'C=CC(', '=', 'C1)', '[C@@H](O)', 'CN', 'CCCC', 'CCOCC', 'O', 'CC1=C(', 'Cl)', 'C=', 'CC', '=C1', 'Cl']"
deferiprone,"['CN1', 'C=CC(=O)', 'C(O)', '=C1', 'C']"
lactulose,"['OC', '[C@H]1O', '[C@](O)(', 'CO)', '[C@@H](O)', '[C@@H]1O', '[C@@H]1', 'O[C@H](CO)', '[C@H](O)[C@H](O)', '[C@H]1O']"
chromium picolinate,"['[Cr+3]', '.', '[O-]', 'C(=O)', 'C1=N', 'C=', 'CC', '=C1', '.', '[O-]', 'C(=O)', 'C1=N', 'C=', 'CC', '=C1', '.', '[O-]', 'C(=O)', 'C1=N', 'C=', 'CC', '=C1']"
tramadol,"['CO', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'C1(O)', 'CCCCC1', 'CN(C)C']"
conivaptan,"['CC1=N', 'C2=C(', 'CCN(C(=O)', 'C3=', 'CC', '=C(', 'NC(=O)', 'C4', '=', 'CC=', 'CC', '=C4', 'C4', '=', 'CC=', 'CC', '=C', '4)', 'C=C', '3)', 'C3=', 'CC=', 'CC', '=C2', '3)', 'N1']"
miconazole,"['Cl', 'C1=', 'CC(', 'Cl)', '=C(', 'COC(', 'CN2', 'C=', 'CN', '=C', '2)', 'C2=C(', 'Cl)', 'C=C(', 'Cl)', 'C=C', '2)', 'C=C1']"
prochlorperazine,"['CN1CCN(', 'CCCN2', 'C3=', 'CC=', 'CC', '=C3', 'S', 'C3', '=C2', 'C=C(', 'Cl)', 'C=C', '3)CC1']"
creatine,"['CN(', 'CC(O)=O)', 'C(N)=N']"
fedratinib,"['CC1=', 'CN', '=C(N', 'C2=', 'CC', '=C(', 'OCC', 'N3', 'CCCC3)', 'C=C', '2)', 'N=C1', 'N', 'C1=', 'CC=', 'CC(', '=', 'C1)', 'S(=O)(=O)N', 'C(C)(C)C']"
gentamicin,"['[H]', '[C@@]1(', 'CN)', 'CC[C@@H](', 'N)', '[C@@H](O', '[C@]2(', '[H]', ')', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@@]3(', '[H]', ')', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]3O)', '[C@H]2O)', 'O1', '.', '[H]', '[C@]1(', 'CC[C@@H](', 'N)', '[C@@H](O', '[C@]2(', '[H]', ')', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@@]3(', '[H]', ')', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]3O)', '[C@H]2O)', 'O1)', 'C(C)', 'N', '.', '[H]', '[C@]1(', 'CC[C@@H](', 'N)', '[C@@H](O', '[C@]2(', '[H]', ')', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@@]3(', '[H]', ')', 'OC', '[C@](C)(O)', '[C@H](N', 'C)', '[C@H]3O)', '[C@H]2O)', 'O1)', 'C(C)', 'NC']"
levacetylmethadol,"['CC[C@H](', 'OC(C)=O)', 'C(', 'C[C@H](C)', 'N(C)C)', '(', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC=', 'CC', '=C1']"
biperiden,"['OC(', 'CCN1', 'CCCCC1)', '(', 'C1CC2', 'CC1', 'C=C', '2)', 'C1=', 'CC=', 'CC', '=C1']"
rolapitant,"['C[C@@H](', 'OC', '[C@]1', '(CC', '[C@]2(', 'CCC(=O)N', '2)', 'CN', '1)', 'C1=', 'CC=', 'CC=', 'C1)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C(F)(F)F)', 'C(F)(F)F']"
pomalidomide,"['N', 'C1=', 'CC=', 'CC2', '=C1', 'C(=O)N(', 'C1', 'CCC(=O)N', 'C1=O)', 'C2=O']"
sumatriptan,"['CNS(=O)(=O)', 'CC1=', 'CC', '=C2', 'NC', '=C(', 'CCN(C)C)', 'C2', '=C1']"
docetaxel,"['[H]', '[C@@]1', '(C', '[C@@]2(O)', '[C@@H](OC(=O)', 'C3=', 'CC=', 'CC', '=C', '3)', '[C@]3(', '[H]', ')', '[C@@]4', '(', 'CO', '[C@@H]4', 'C[C@H](O)', '[C@@]3(C)', 'C(=O)', '[C@H](O)', 'C(=', 'C1', 'C)', 'C2(C)C)', 'OC(C)=O)', 'OC(=O)', '[C@H](O)', '[C@@H](NC(=O)', 'OC(C)(C)C)', 'C1=', 'CC=', 'CC', '=C1']"
tacrine,"['NC1', '=C2', 'CCCC', 'C2=N', 'C2=', 'CC=', 'CC', '=C1', '2']"
triptorelin,"['CC(C)C[C@H](NC(=O)', '[C@@H](', 'CC1=', 'CN', 'C2=', 'CC=', 'CC', '=C1', '2)', 'NC(=O)[C@H](', 'CC1=', 'CC', '=C(O)', 'C=', 'C1)', 'NC(=O)[C@H](', 'CO)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=', 'CC', '=C', '2)', 'NC(=O)[C@H](', 'CC1=', 'CN', 'C=', 'N1)', 'NC(=O)[C@@H]1', 'CCC(=O)N', '1)', 'C(=O)N[C@@H](', 'CCCN', 'C(N)=N)', 'C(=O)N1CCC[C@H]1', 'C(=O)N', 'CC(N)', '=O']"
oxycodone,"['CO', 'C1', '=C2', 'O[C@H]3', 'C(=O)CC', '[C@@]4', '(O)', '[C@H]5', 'CC(', 'C=', 'C1)', '=C2', '[C@@]34', 'CCN', '5', 'C']"
phenyltoloxamine,"['CN(C)', 'CCO', 'C1=', 'CC=', 'CC', '=C1', 'CC1=', 'CC=', 'CC', '=C1']"
anagrelide,"['Cl', 'C1=', 'CC', '=C2', 'N', '=C3', 'NC(=O)', 'CN3', 'CC2', '=C1', 'Cl']"
binimetinib,"['CN1', 'C=N', 'C2=C(', 'F)', 'C(N', 'C3=', 'CC', '=C(', 'Br)', 'C=C3', 'F)', '=C(', 'C=C1', '2)', 'C(=O)N', 'OCCO']"
lusutrombopag,"['CCCC', 'CCO', '[C@@H](C)', 'C1=C(', 'OC)', 'C(=', 'CC=', 'C1)', 'C1=C', 'S', 'C(NC(=O)', 'C2=', 'CC(', 'Cl)', '=C(\\', 'C', '=C(/', 'C)', 'C(O)=O)', 'C(Cl)', '=C', '2)', '=N1']"
grazoprevir,"['CO', 'C1=', 'CC2', '=N', 'C3=C(', 'CCCCC', '[C@@H]4', 'C[C@H]4', 'O', 'C(=O)N[C@H](', 'C(=O)N', '4', 'C[C@@H](', 'C[C@H]4', 'C(=O)N', '[C@@]4', '(C', '[C@H]4', 'C=C)', 'C(=O)NS(=O)(=O)', 'C4CC4)', 'O3)', 'C(C)(C)C)', 'N=C2', 'C=C1']"
calcium carbonate,"['[Ca++]', '.', '[O-]', 'C(', '[O-])', '=O']"
diatrizoate,"['CC(=O)N', 'C1=C(', 'I)', 'C(C(O)=O)', '=C(', 'I)', 'C(N', 'C(C)=O)', '=C1', 'I']"
lopinavir,"['CC(C)', '[C@H](', 'N1', 'CCCN', 'C1=O)', 'C(=O)N[C@H](', 'C[C@H](O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)CO', 'C1=C(C)', 'C=', 'CC', '=C1', 'C)', 'CC1=', 'CC=', 'CC', '=C1']"
cefoxitin,"['[H]', '[C@]12', 'S', 'CC(CO', 'C(N)=O)', '=C(', 'N1C(=O)', '[C@]2(', 'NC(=O)', 'CC1=', 'CC', '=C', 'S', '1)', 'OC)', 'C(O)=O']"
dalfopristin,"['CCN(CC)', 'CCS(=O)(=O)', '[C@@H]1', 'CCN2', '[C@H]1', 'C(=O)O', '[C@H](C(C)C)', '[C@H](C)', '\\', 'C=C\\', 'C(=O)NC', '\\', 'C=C\\', 'C(\\', 'C)', '=C\\', '[C@@H](O)', 'CC(=O)', 'CC1=N', 'C(=', 'CO', '1)', 'C2=O']"
fenoldopam,"['O', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1', 'CN', 'CCC2', '=C(', 'Cl)', 'C(O)', '=C(O)', 'C=', 'C12']"
gemifloxacin,"['CO', '\\', 'N=C1', '/C', 'N(', 'CC1', 'CN)', 'C1=N', 'C2=C(', 'C=C1', 'F)', 'C(=O)', 'C(=', 'CN2', 'C1CC1)', 'C(O)=O']"
cimetidine,"['CN', '\\', 'C(N', 'CCS', 'CC1', '=C(C)', 'N', 'C=', 'N1)', '=N\\', 'C#N']"
doxacurium,"['CO', 'C1=', 'CC(', 'CC2', 'C3=C(', 'OC)', 'C(OC)', '=C(', 'OC)', 'C=C3', 'CC', '[N+]2', '(C)CC', 'COC(=O)', 'CC', 'C(=O)OCC', 'C', '[N+]2', '(C)', 'CCC3', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C3', 'C2', 'CC2', '=', 'CC(', 'OC)', '=C(', 'OC)', 'C(OC)', '=C', '2)', '=', 'CC(', 'OC)', '=C1', 'OC']"
felodipine,"['CCOC(=O)', 'C1=C(C)N', 'C(C)=C(', 'C1', 'C1=C(', 'Cl)', 'C(Cl)', '=', 'CC=', 'C1)', 'C(=O)OC']"
tafamidis,"['OC(=O)', 'C1=', 'CC', '=C2', 'N=C(', 'O', 'C2=', 'C1)', 'C1=', 'CC(', 'Cl)', '=', 'CC(', 'Cl)', '=C1']"
rifampicin,"['CO[C@H]1', '\\', 'C=C\\', 'O', '[C@@]2(C)', 'OC3', '=C(', 'C2=O)', 'C2=C(O)', 'C(\\', 'C', '=N\\', 'N4', 'CCN(C)CC', '4)', '=C(', 'NC(=O)', '\\', 'C(C)', '=C/C=C/', '[C@H](C)', '[C@H](O)', '[C@@H](C)', '[C@@H](O)', '[C@@H](C)', '[C@H](OC(C)=O)', '[C@@H]1', 'C)', 'C(O)', '=C2', 'C(O)', '=C3', 'C']"
dantrolene,"['[O-]', '[N+](=O)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C1=', 'CC', '=C(', 'O1)', '\\', 'C', '=N\\', 'N1', 'CC(=O)N', 'C1=O']"
riluzole,"['NC1=N', 'C2=C(', 'S', '1)', 'C=C(', 'O', 'C(F)(F)F)', 'C=C2']"
cycloserine,"['N', '[C@@H]1', 'CO', 'NC1=O']"
droperidol,"['F', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)', 'CCCN1', 'CCC(', '=', 'CC1)', 'N1', 'C(=O)N', 'C2=', 'CC=', 'CC', '=C1', '2']"
iothalamic acid,"['CNC(=O)', 'C1=C(', 'I)', 'C(C(O)=O)', '=C(', 'I)', 'C(N', 'C(C)=O)', '=C1', 'I']"
mebendazole,"['COC(=O)N', 'C1=N', 'C2=C(', 'N1)', 'C=C(', 'C=C', '2)', 'C(=O)', 'C1=', 'CC=', 'CC', '=C1']"
methazolamide,"['CN1', 'N=C(', 'S', '\\', 'C1', '=N\\', 'C(C)=O)', 'S(N)', '(=O)=O']"
verteporfin,"['COC(=O)', 'CCC1', '=C2', 'NC(', '\\', 'C=C3', '/N', '=C(', '/C=C', '4', '\\', 'N', '\\', 'C(', '=C/C', '5', '=N', '/C(=C\\', '2)', '/C(', 'CCC(O)=O)', '=C', '5', 'C)', 'C(', 'C=C)', '=C4', 'C)', 'C2=', 'CC', '=C(', '[C@@H](', 'C(=O)OC)', '[C@@]3', '2', 'C)', 'C(=O)OC)', '=C1', 'C']"
cholic acid,"['[H]', '[C@@](C)(', 'CCC(O)=O)', '[C@@]1(', '[H]', ')', 'CC', '[C@@]2(', '[H]', ')', '[C@]3(', '[H]', ')', '[C@](', '[H]', ')', '(O)', 'C', '[C@]4', '(', '[H]', ')', 'C', '[C@](', '[H]', ')', '(O)', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'C', '[C@](', '[H]', ')', '(O)', '[C@]12C']"
mezlocillin,"['[H]', '[C@]12', 'S', 'C(C)(C)', '[C@@H](', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N', 'C(=O)N1CCN(', 'C1=O)', 'S(C)(=O)=O)', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
urea,"['NC(N)', '=O']"
amlodipine,"['CCOC(=O)', 'C1=C(', 'CO', 'CC', 'N)N', 'C(C)=C(', 'C1', 'C1=', 'CC=', 'CC', '=C1', 'Cl)', 'C(=O)OC']"
ipratropium,"['[H]', '[C@]12', 'CC', '[C@](', '[H]', ')', '(', 'C[C@@H](', 'C1)', 'OC(=O)', 'C(CO)', 'C1=', 'CC=', 'CC=', 'C1)', '[N+]2', '(C)', 'C(C)C']"
bictegravir,"['OC1', '=C2', 'N(C', '[C@H]3', 'O', '[C@@H]4', 'CC[C@@H](', 'C4)', 'N3', 'C2=O)', 'C=C(', 'C(=O)N', 'CC2', '=C(', 'F)', 'C=C(', 'F)', 'C=C2', 'F)', 'C1=O']"
mephentermine,"['CN', 'C(C)(C)', 'CC1=', 'CC=', 'CC', '=C1']"
linagliptin,"['CC#', 'CCN1', 'C(=N', 'C2', '=C1', 'C(=O)N(', 'CC1=N', 'C3=C(', 'C=', 'CC', '=C', '3)', 'C(C)', '=N1', ')', 'C(=O)N2', 'C)', 'N1', 'CCC', '[C@@H](N)', 'C1']"
desogestrel,"['[H]', '[C@@]12', 'CC', '[C@@](O)(', 'C#', 'C)', '[C@@]1', '(CC)', 'CC(', '=C)', '[C@]1(', '[H]', ')', '[C@@]3(', '[H]', ')', 'CCCC', '=C3', 'CC', '[C@@]21', '[H]']"
nicotinamide,"['NC(=O)', 'C1=', 'CC=', 'CN', '=C1']"
lisdexamfetamine,"['C[C@@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', '[C@@H](N)', 'CCCCN']"
fosinopril,"['CCC(=O)O', '[C@@H](O', 'P(=O)(', 'CCCCC1', '=', 'CC=', 'CC=', 'C1)', 'CC(=O)N1', 'C[C@@H](', 'C[C@H]1', 'C(O)=O)', 'C1CCCCC1)', 'C(C)C']"
elagolix,"['CO', 'C1=', 'CC=', 'CC(', '=C1', 'F)', 'C1=C(C)', 'N(', 'CC2', '=C(', 'C=', 'CC', '=C2', 'F)', 'C(F)(F)F)', 'C(=O)N(', 'C[C@H](', 'NCCCC', '(O)=O)', 'C2=', 'CC=', 'CC', '=C', '2)', 'C1=O']"
pioglitazone,"['CCC1', '=', 'CN=C(', 'CCO', 'C2=', 'CC', '=C(', 'CC3', 'S', 'C(=O)N', 'C3=O)', 'C=C', '2)', 'C=C1']"
physostigmine,"['[H]', '[C@]12', 'N', '(C)CC', '[C@@]1(C)', 'C1=C(', 'C=', 'CC(O', 'C(=O)NC)', '=', 'C1)', 'N2C']"
panobinostat,"['CC1=C(', 'CCN', 'CC2', '=', 'CC', '=C(\\', 'C=C\\', 'C(=O)NO)', 'C=C', '2)', 'C2=', 'CC=', 'CC', '=C2', 'N1']"
