drug_name,smiles,tokens
niclosamide,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,"['O', 'C1=C(', 'C=C(', 'Cl)', 'C=', 'C1)', 'C(=O)N', 'C1=C(', 'Cl)', 'C=C(', 'C=', 'C1)', '[N+]([O-])=O']"
apixaban,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,"['CO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'N1', 'N=C(', 'C(N)=O)', 'C2', '=C1', 'C(=O)N(', 'CC2)', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'N1CCCC', 'C1=O']"
levonordefrin,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,"['C[C@H](N)', '[C@H](O)', 'C1=', 'CC(O)', '=C(O)', 'C=C1']"
aminoglutethimide,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,"['CCC1(', 'CCC(=O)N', 'C1=O)', 'C1=', 'CC', '=C(N)', 'C=C1']"
pentostatin,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O,"['OC[C@H]1', 'O[C@H](', 'C[C@@H]1', 'O)', 'N1C', '=N', 'C2', '=C1', 'N=', 'CN', 'C[C@H]2', 'O']"
nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,"['[O-]', '[N+](=O)', 'C1=C(', 'C=CC(', '=', 'C1)', 'C(F)(F)F)', 'C(=O)C1', 'C(=O)', 'CCCC1', '=O']"
methylnaltrexone,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,"['C', '[N@+]', '1', '(', 'CC2CC2)', 'CC', '[C@]23', '[C@H]4', 'OC', '5', '=C(O)', 'C=CC(', 'C[C@@H]1', '[C@]2(O)', 'CCC4', '=O)', '=C3', '5']"
temazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,"['CN1', 'C2=C(', 'C=C(', 'Cl)', 'C=C', '2)', 'C(=N', 'C(O)', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1']"
telavancin,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,"['CCCCCCCC', 'CCN', 'CCN', '[C@@]1', '(C)C', '[C@H](', 'O[C@@H]2', '[C@@H](O)[C@H](O)', '[C@@H](CO)', 'O[C@H]2', 'OC2', '=C3', 'OC4', '=', 'CC', '=C(', 'C=C', '4', 'Cl)', '[C@@H](O)', '[C@@H](NC(=O)', '[C@@H](CC(C)C)', 'N', 'C)', 'C(=O)N[C@@H](', 'CC(N)=O)', 'C(=O)N', '[C@@H]4', 'C(', 'C=C2', 'O', 'C2=C(', 'Cl)', 'C=C(', 'C=C', '2)', '[C@@H](O)', '[C@@H]2', 'NC(=O)[C@H](', 'N', 'C4=O)', 'C4', '=', 'CC(', '=C(O)', 'C=C', '4)', 'C4', '=C(O)', 'C(', 'CNC', 'P(O)(O)=O)', '=C(O)', 'C=C', '4', '[C@H](N', 'C2=O)', 'C(O)=O)', '=C', '3)', 'O', '[C@@H](C)', '[C@H]1O']"
idelalisib,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,"['[H]', '[C@@]', '(CC)', '(N', 'C1=N', 'C=N', 'C2', '=C1', 'N=', 'CN', '2)', 'C1=N', 'C2=', 'CC=', 'CC', '(F)', '=C2', 'C(=O)N1', 'C1=', 'CC=', 'CC', '=C1']"
lumateperone,[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C,"['[H]', '[C@]12', 'CCN(', 'CCCC(=O)', 'C3=', 'CC', '=C(', 'F)', 'C=C', '3)', 'C', '[C@@]1(', '[H]', ')', 'C1=', 'CC=', 'CC3', '=C1', 'N2', 'CCN3', 'C']"
acitretin,COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1,"['CO', 'C1=C(C)', 'C(C)', '=C(\\', 'C=C\\', 'C(\\', 'C)', '=C\\', 'C=C\\', 'C(\\', 'C)', '=C\\', 'C(O)=O)', 'C(C)', '=C1']"
fomepizole,CC1=CNN=C1,"['CC1=', 'CN', 'N=C1']"
vitamin e,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C,"['CC(C)', 'CCC', '[C@@H](C)', 'CCC', '[C@@H](C)', 'CCC', '[C@]1(C)', 'CCC2', '=C(', 'O1)', 'C(C)', '=C(C)', 'C(O)', '=C2', 'C']"
alfuzosin,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,"['CO', 'C1=', 'CC2', '=C(', 'C=C1', 'OC)', 'C(N)=N', 'C(=N', '2)', 'N(C)', 'CCCNC(=O)', 'C1', 'CCCO', '1']"
trihexyphenidyl,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,"['OC(', 'CCN1', 'CCCCC1)', '(', 'C1CCCCC1)', 'C1=', 'CC=', 'CC', '=C1']"
zoledronic acid,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,"['OC(', 'CN1', 'C=', 'CN', '=', 'C1)', '(', 'P(O)(O)=O)', 'P(O)(O)', '=O']"
ioversol,OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,"['OCC', 'N(C(=O)', 'CO)', 'C1=C(', 'I)', 'C(C(=O)N', 'CC(O)', 'CO)', '=C(', 'I)', 'C(C(=O)N', 'CC(O)', 'CO)', '=C1', 'I']"
dehydrocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,"['[H]', '[C@@]1', '(CC', '[C@@]2(', '[H]', ')', '[C@]3(', '[H]', ')', 'C(=O)C', '[C@]4', '(', '[H]', ')', 'CC(=O)', 'CC[C@]4(C)', '[C@@]3(', '[H]', ')', 'CC(=O)', '[C@]12', 'C)', '[C@H](C)', 'CCC(O)', '=O']"
brivaracetam,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,"['CCC[C@H]1', 'CN(', '[C@@H](CC)', 'C(N)=O)', 'C(=O)C1']"
iodide i-131,[131I-],['[131I-]']
attapulgite,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Al+3].[Si+4].[Si+4].[Si+4].[Si+4].[O-][H].[H]O[H].[H]O[H].[H]O[H].[H]O[H],"['[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[O--]', '.', '[Mg++]', '.', '[Al+3]', '.', '[Si+4]', '.', '[Si+4]', '.', '[Si+4]', '.', '[Si+4]', '.', '[O-]', '[H]', '.', '[H]', 'O', '[H]', '.', '[H]', 'O', '[H]', '.', '[H]', 'O', '[H]', '.', '[H]', 'O', '[H]']"
cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"['N', 'C1=', 'NC(=O)', 'N(', 'C=', 'C1)', '[C@@H]1', 'O[C@H](CO)[C@@H](O)', '[C@@H]1O']"
levomilnacipran,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,"['CCN(CC)C(=O)', '[C@]1(', 'C[C@H]1', 'CN)', 'C1=', 'CC=', 'CC', '=C1']"
diamorphine,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,"['[H]', '[C@@]12', 'C=C', '[C@H](OC(C)=O)', '[C@@H]3', 'OC4', '=C(', 'OC(C)=O)', 'C=', 'CC5', '=C4', '[C@]1', '3', 'CCN(C)', '[C@@H]2', 'C5']"
oxaliplatin,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,"['[H]', '[N]', '1', '(', '[H]', ')', '[C@@H]2', 'CCCC', '[C@H]2', '[N]', '(', '[H]', ')', '(', '[H]', ')', '[Pt]', '1', '1', 'OC(=O)', 'C(=O)O1']"
eslicarbazepine,NC(=O)N1C2=C(C[C@H](O)C3=C1C=CC=C3)C=CC=C2,"['NC(=O)N1', 'C2=C(', 'C[C@H](O)', 'C3', '=C1', 'C=', 'CC', '=C', '3)', 'C=', 'CC', '=C2']"
etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,"['CCOC(=O)', 'C1=', 'CN', '=', 'CN1', '[C@H](C)', 'C1=', 'CC=', 'CC', '=C1']"
methylphenobarbital,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,"['CCC1(', 'C(=O)N', 'C(=O)N(C)', 'C1=O)', 'C1=', 'CC=', 'CC', '=C1']"
gadopentetic acid,[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,"['[Gd+3]', '.', 'OC(=O)', 'CN(', 'CCN(', 'CCN(', 'CC(O)=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O)', 'CC(', '[O-])', '=O']"
vilazodone,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,"['NC(=O)', 'C1=', 'CC2', '=', 'CC(', '=', 'CC', '=C2', 'O1)', 'N1CCN(', 'CCCC', 'C2=', 'CN', 'C3', '=C2', 'C=C(', 'C=C', '3)', 'C#N)', 'CC1']"
glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,"['O=C(', 'CCCC1', '=', 'CC=', 'CC=', 'C1)', 'OCC(', 'COC(=O)', 'CCCC1', '=', 'CC=', 'CC=', 'C1)', 'OC(=O)', 'CCCC1', '=', 'CC=', 'CC', '=C1']"
tigecycline,[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"['[H]', '[C@@]12', 'CC3', '=C(', 'C(O)=C(', 'NC(=O)', 'CN', 'C(C)(C)C)', 'C=C3', 'N(C)C)', 'C(=O)', 'C1=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@@H](', 'N(C)C)', '[C@]1(', '[H]', ')', 'C2']"
dronedarone,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,"['CCCCN(', 'CCCC)', 'CCCO', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)', 'C1=C(', 'CCCC)', 'OC2', '=C1', 'C=C(', 'N', 'S(C)(=O)=O)', 'C=C2']"
tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,"['CO[C@@H]1', 'C[C@@H](', 'CC[C@H]1', 'O)', '\\', 'C', '=C(/', 'C)', '[C@H]1', 'OC(=O)', '[C@@H]2', 'CCCC', 'N2C(=O)', 'C(=O)', '[C@]2(O)', 'O[C@@H](', '[C@H](', 'C[C@H]2', 'C)', 'OC)', '[C@H](C', '[C@@H](C)C', '\\', 'C(C)', '=C\\', '[C@@H](', 'CC=C)', 'C(=O)', 'C[C@H](O)', '[C@H]1', 'C)', 'OC']"
nifurtimox,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O,"['CC1', 'CS(=O)(=O)', 'CCN1', '\\', 'N', '=C\\', 'C1=', 'CC', '=C(', 'O1)', '[N+]([O-])=O']"
sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,"['CN', '[C@H]1', 'CC[C@@H](', 'C2=', 'CC(', 'Cl)', '=C(', 'Cl)', 'C=C', '2)', 'C2=', 'CC=', 'CC', '=C1', '2']"
levomefolic acid,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,"['CN1', '[C@@H](', 'CN', 'C2=', 'CC', '=C(', 'C=C', '2)', 'C(=O)N[C@@H](', 'CCC(O)=O)', 'C(O)=O)', 'CN', 'C2', '=C1', 'C(=O)N', '=C(N)', 'N2']"
cefaclor,[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,"['[H]', '[C@]12', 'S', 'CC(', 'Cl)', '=C(', 'N1C(=O)', '[C@H]2', 'NC(=O)[C@H](', 'N)', 'C1=', 'CC=', 'CC=', 'C1)', 'C(O)=O']"
empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,"['OC[C@H]1', 'O[C@H](', '[C@H](O)[C@@H](O)', '[C@@H]1O)', 'C1=', 'CC', '=C(', 'Cl)', 'C(', 'CC2', '=', 'CC', '=C(', 'O[C@H]3', 'CCOC', '3)', 'C=C', '2)', '=C1']"
trifluridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,"['OC[C@H]1', 'O[C@H](', 'C[C@@H]1', 'O)', 'N1', 'C=C(', 'C(=O)N', 'C1=O)', 'C(F)(F)F']"
docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,"['CCCC', 'C(CC)', 'COC(=O)', 'CC(', 'C(=O)OCC', '(CC)', 'CCCC)', 'S', '(O)', '(=O)=O']"
aprepitant,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,"['C[C@@H](', 'O[C@H]1', 'OCCN(', 'CC2', '=N', 'NC(=O)N', '2)', '[C@H]1', 'C1=', 'CC', '=C(', 'F)', 'C=', 'C1)', 'C1=', 'CC(', '=', 'CC(', '=', 'C1)', 'C(F)(F)F)', 'C(F)(F)F']"
calcium glubionate anhydrous,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,"['OC', '[C@@H](O)', '[C@@H](O)[C@H](O)', '[C@@H](O)', 'C(=O)O', '[Ca]', 'OC(=O)', '[C@H](O)[C@@H](O)', '[C@H](', 'O[C@@H]1', 'O[C@H](CO)', '[C@H](O)[C@H](O)', '[C@H]1O)', '[C@H](O)', 'CO']"
trioxsalen,CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1,"['CC1=', 'CC2', '=', 'CC3', '=C(', 'OC(=O)', 'C=C', '3C)', 'C(C)', '=C2', 'O1']"
fospropofol,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,"['CC(C)', 'C1=', 'CC=', 'CC(', 'C(C)C)', '=C1', 'OCO', 'P(O)(O)', '=O']"
efavirenz,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,"['FC(F)(F)', '[C@]1', '(O', 'C(=O)NC2', '=C1', 'C=C(', 'Cl)', 'C=C', '2)', 'C#', 'CC1CC1']"
glasdegib,CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N,"['CN1', 'CC[C@H](', 'C[C@@H]1', 'C1=N', 'C2=', 'CC=', 'CC', '=C2', 'N1)', 'NC(=O)N', 'C1=', 'CC', '=C(', 'C=', 'C1)', 'C#N']"
milrinone,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,"['CC1=C(', 'C=C(', 'C#N)', 'C(=O)N', '1)', 'C1=', 'CC', '=N', 'C=C1']"
risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,"['CC1=C(', 'CCN2', 'CCC(', 'CC2)', 'C2=N', 'OC3', '=C2', 'C=', 'CC', '(F)', '=C', '3)', 'C(=O)N2', 'CCCC', 'C2=', 'N1']"
amifampridine,NC1=CC=NC=C1N,"['N', 'C1=', 'CC', '=N', 'C=C1', 'N']"
diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,"['CC1=N', 'S(=O)(=O)', 'C2=C(', 'N1)', 'C=CC(', 'Cl)', '=C2']"
frovatriptan,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O,"['CN', '[C@@H]1', 'CCC2', '=C(', 'C1)', 'C1=C(', 'N2)', 'C=CC(', '=', 'C1)', 'C(N)=O']"
neratinib,CCOC1=C(NC(=O)\C=C\CN(C)C)C=C2C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C(C=NC2=C1)C#N,"['CCO', 'C1=C(', 'NC(=O)', '\\', 'C=C\\', 'CN(C)C)', 'C=C2', 'C(N', 'C3=', 'CC', '=C(', 'OCC', '4', '=', 'CC=', 'CC', '=N', '4)', 'C(Cl)', '=C', '3)', '=C(', 'C=N', 'C2=', 'C1)', 'C#N']"
trametinib,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,"['CN1C(=O)', 'C(C)', '=C2', 'N(', 'C(=O)N(', 'C3CC3)', 'C(=O)C2', '=C1', 'N', 'C1=', 'CC', '=C(', 'I)', 'C=C1', 'F)', 'C1=', 'CC(N', 'C(C)=O)', '=', 'CC', '=C1']"
sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,"['F', 'COC(', 'C(F)(F)F)', 'C(F)(F)F']"
procarbazine,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,"['CN', 'N', 'CC1=', 'CC', '=C(', 'C=', 'C1)', 'C(=O)N', 'C(C)C']"
propiomazine,CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1,"['CCC(=O)', 'C1=', 'CC2', '=C(', 'S', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'CC(C)', 'N(C)C)', 'C=C1']"
selumetinib,CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO,"['CN1', 'C=N', 'C2=C(', 'F)', 'C(N', 'C3=C(', 'Cl)', 'C=C(', 'Br)', 'C=C', '3)', '=C(', 'C=C1', '2)', 'C(=O)N', 'OCCO']"
sorafenib,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,"['CNC(=O)', 'C1=N', 'C=', 'CC(O', 'C2=', 'CC', '=C(', 'NC(=O)N', 'C3=', 'CC(', '=C(', 'Cl)', 'C=C', '3)', 'C(F)(F)F)', 'C=C', '2)', '=C1']"
fenfluramine,CCNC(C)CC1=CC=CC(=C1)C(F)(F)F,"['CCN', 'C(C)', 'CC1=', 'CC=', 'CC(', '=', 'C1)', 'C(F)(F)F']"
primaquine,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,"['CO', 'C1=', 'CC(N', 'C(C)', 'CCCN)', '=C2', 'N=', 'CC=', 'CC2', '=C1']"
trandolapril,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,"['[H]', '[C@@]12', 'C[C@H](', 'N(C(=O)', '[C@H](C)', 'N[C@@H](', 'CCC3', '=', 'CC=', 'CC', '=C', '3)', 'C(=O)OCC)', '[C@@]1(', '[H]', ')', 'CCCC2)', 'C(O)=O']"
tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,"['N', 'C[C@H]1', 'O[C@H](', 'O[C@@H]2', '[C@@H](N)', 'C[C@@H](N)', '[C@H](O', '[C@H]3', 'O[C@H](CO)[C@@H](O)', '[C@H](N)', '[C@H]3O)', '[C@H]2O)', '[C@H](N)', 'C[C@@H]1', 'O']"
acarbose,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,"['[H]', 'C(=O)', '[C@H](O)[C@@H](O)', '[C@](', '[H]', ')', '(O', '[C@@]1(', '[H]', ')', 'O[C@H](CO)', '[C@@](', '[H]', ')', '(O', '[C@H]2O', '[C@H](C)', '[C@@H](N', '[C@@]3(', '[H]', ')', 'C=C(', 'CO)', '[C@@H](O)[C@H](O)', '[C@H]3O)', '[C@H](O)', '[C@H]2O)', '[C@H](O)', '[C@H]1O)', '[C@H](O)', 'CO']"
cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,"['CN(C)', 'CCC', '=C1', 'C2=', 'CC=', 'CC', '=C2', 'C=', 'CC2', '=', 'CC=', 'CC', '=C1', '2']"
diiodohydroxyquinoline,OC1=C2N=CC=CC2=C(I)C=C1I,"['OC1', '=C2', 'N=', 'CC=', 'CC2', '=C(', 'I)', 'C=C1', 'I']"
ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,"['N#', 'CC[C@H](', 'C1CCCC1)', 'N1', 'C=C(', 'C=', 'N1)', 'C1', '=C2', 'C=', 'CN', 'C2=N', 'C=', 'N1']"
ledipasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,"['CO', 'C(=O)N[C@@H](', 'C(C)C)', 'C(=O)N1', 'CC2(', 'CC2)', 'C[C@H]1', 'C1=N', 'C(=', 'CN', '1)', 'C1=', 'CC', '=C2', 'C3=', 'CC', '=C(', 'C=C3', 'C(F)(F)', 'C2=', 'C1)', 'C1=', 'CC', '=C2', 'NC(', '=N', 'C2=', 'C1)', '[C@@H]1', '[C@H]2CC[C@H](', 'C2)', 'N1C(=O)', '[C@@H](NC(=O)', 'OC)', 'C(C)C']"
sulfadoxine,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,"['CO', 'C1=N', 'C=N', 'C(N', 'S(=O)(=O)', 'C2=', 'CC', '=C(N)', 'C=C', '2)', '=C1', 'OC']"
istradefylline,[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC,"['[H]', '\\', 'C(', '=C(\\', '[H]', ')', 'C1=', 'CC(', 'OC)', '=C(', 'OC)', 'C=', 'C1)', 'C1=N', 'C2=C(', 'N1', 'C)', 'C(=O)N(CC)', 'C(=O)N2CC']"
isometheptene,CNC(C)CCC=C(C)C,"['CN', 'C(C)', 'CCC', '=C(C)', 'C']"
haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,"['O', 'C1(', 'CCN(', 'CCCC(=O)', 'C2=', 'CC', '=C(', 'F)', 'C=C', '2)', 'CC1)', 'C1=', 'CC', '=C(', 'Cl)', 'C=C1']"
etodolac,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1,"['CCC1', '=C2', 'N', 'C3=C(', 'CC', 'OC3', '(CC)', 'CC(O)=O)', 'C2=', 'CC', '=C1']"
eravacycline,[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,"['[H]', '[C@@]12', 'CC3', '=C(', 'F)', 'C=C(', 'NC(=O)', 'CN', '4CCCC4)', 'C(O)', '=C3', 'C(=O)', 'C1=C(O)', '[C@]1(O)', 'C(=O)C(', 'C(N)=O)', '=C(O)', '[C@@H](', 'N(C)C)', '[C@]1(', '[H]', ')', 'C2']"
thioridazine,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,"['CS', 'C1=', 'CC2', '=C(', 'S', 'C3=', 'CC=', 'CC', '=C3', 'N2', 'CCC2', 'CCCC', 'N2', 'C)', 'C=C1']"
ritonavir,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,"['CC(C)', '[C@H](', 'NC(=O)N', '(C)', 'CC1', '=C', 'S', 'C(=', 'N1)', 'C(C)C)', 'C(=O)N[C@H](', 'C[C@H](O)', '[C@H](', 'CC1=', 'CC=', 'CC=', 'C1)', 'NC(=O)', 'OCC1', '=', 'CN', '=C', 'S', '1)', 'CC1=', 'CC=', 'CC', '=C1']"
oxitriptan,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,"['N[C@@H](', 'CC1=', 'CN', 'C2', '=C1', 'C=C(', 'O)', 'C=C', '2)', 'C(O)=O']"
apalutamide,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,"['CNC(=O)', 'C1=', 'CC', '=C(', 'C=C1', 'F)', 'N1', 'C(=S)', 'N(C(=O)', 'C1', '1', 'CCC1)', 'C1=', 'CC(', '=C(', 'N=', 'C1)', 'C#N)', 'C(F)(F)F']"
bempedoic acid,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O,"['CC(C)(', 'CCCC', 'CC(O)', 'CCCC', 'CC(C)(C)', 'C(O)=O)', 'C(O)=O']"
